"Name","City","Neighborhood","Delivery Min","Delivery Fee","Rating","Reviews"
"Cosmi's Deli","philadelphia","marconi-plaza","$10","$1.5","90","261"
"Hardena / Waroeng Surabaya Restaurant","philadelphia","marconi-plaza","$12","$3","90","218"
"Golden Triangle","philadelphia","marconi-plaza","$15","","90","72"
"Pastificio","philadelphia","marconi-plaza","$15","","90","58"
"The Living Room","philadelphia","marconi-plaza","$15","$2","90","127"
"Zesto Pizza & Grill","philadelphia","marconi-plaza","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","marconi-plaza","$10","","80","85"
"Pizzeria Pesto","philadelphia","marconi-plaza","$10","$1","80","81"
"Fuel","philadelphia","marconi-plaza","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","marconi-plaza","$15","$1","80","79"
"Indian Cuisine","philadelphia","marconi-plaza","$15","","80","86"
"Scoop Deville","philadelphia","marconi-plaza","$15","$2","80","323"
"Oregon Steaks","philadelphia","marconi-plaza","$10","$1","70","95"
"Terryin","philadelphia","marconi-plaza","$10","$1","80","116"
"Masala Kitchen Kati Rolls & Platters","philadelphia","marconi-plaza","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","marconi-plaza","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","marconi-plaza","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","marconi-plaza","$14","$2","80","25"
"Lair KTV","philadelphia","market-east","$9","$1.99","70","12"
"Xiandu Thai","philadelphia","market-east","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","market-east","$20","","90","160"
"Golden Triangle","philadelphia","market-east","$15","","90","72"
"Bleu Sushi","philadelphia","market-east","$15","$0.99","80","396"
"The Living Room","philadelphia","market-east","$15","$2","90","127"
"Spice 28","philadelphia","market-east","$15","$1","80","591"
"Kabuki Sushi","philadelphia","market-east","$10","$1","80","281"
"Bubblefish","philadelphia","market-east","$9","$1.99","80","271"
"Tom's Dim Sum","philadelphia","market-east","$9","$1.99","80","240"
"Shang Hai 1","philadelphia","market-east","$9","$1.99","80","144"
"Giovani's Falafel Bar & Grill","philadelphia","market-east","$10","","80","85"
"Fuji Mountain Japanese","philadelphia","market-east","$20","","80","362"
"Yellowtail","philadelphia","market-east","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","market-east","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","market-east","$15","$1","80","79"
"Sang Kee Peking Duck House","philadelphia","market-east","$9","$3.5","80","619"
"Spice End","philadelphia","market-east","$15","$2","80","250"
"Bareburger","philadelphia","market-east","$15","$2","80","384"
"Indian Cuisine","philadelphia","market-east","$15","","80","86"
"Al-Sham Restaurant","philadelphia","mayfair","$10","$2","80","107"
"Suzani Restaurant","philadelphia","mayfair","$20","","80","46"
"Philly's Seafood","philadelphia","mayfair","$10","$2","80","17"
"Jean's Pizzeria & Grill","philadelphia","mayfair","$10","$1","70","18"
"Four Seasons Diner","philadelphia","mayfair","$5","$2","70","116"
"Fat Jack's BBQ - Philadelphia","philadelphia","mayfair","$15","$3","70","109"
"Best In Town Pizza","philadelphia","mayfair","$15","$2","70","23"
"New London Pizza","philadelphia","mayfair","$10","$1","80","7"
"Big Ben Pizza","philadelphia","mayfair","$10","$1.5","60","31"
"New London Pizza","philadelphia","mayfair","$15","$1.25","70","18"
"Dragon Phoenix House","philadelphia","mayfair","$15","$2.5","70","24"
"Drougie's Pizza & Restaurant","philadelphia","mayfair","$5","$1","50","54"
"Moju's Family Pizzeria","philadelphia","mayfair","$10","$2","80","12"
"Szechuan King","philadelphia","mayfair","$10","$1","70","11"
"Bellissima Pizza","philadelphia","mayfair","$8","$1","70","12"
"Mojo's Pizza & Chicken","philadelphia","mayfair","$10","$1.5","60","19"
"Pagano's Steaks & Shakes","philadelphia","mayfair","$10","$2","60","13"
"King Food Restaurant","philadelphia","mayfair","","$1","70","6"
"You Ring We Bring Pizza","philadelphia","mayfair","$10","$1","60","11"
"Papa Sam Pizza","philadelphia","mayfair","$8","$1.5","70","4"
"Zesto Pizza & Grill","philadelphia","millbourne","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","millbourne","$10","","80","85"
"Best China Inn","philadelphia","millbourne","$10","$2","70","67"
"Fiesta Pizza","philadelphia","millbourne","$8","$2","70","47"
"Ever Green","philadelphia","millbourne","$10","$1","70","63"
"Lemon Grass Thai Restaurant","philadelphia","millbourne","$20","$2","70","175"
"U Penn Cafe","philadelphia","millbourne","$10","$2","70","28"
"Rich City Chinese Restaurant","philadelphia","millbourne","$10","$1","70","99"
"Aladdin Pizzeria & Eatery","philadelphia","millbourne","$8","$3","70","54"
"Thai Singha House","philadelphia","millbourne","$15","$2","70","61"
"Jake's Sandwich Board - 40th St.","philadelphia","millbourne","$10","$2.99","70","54"
"Desi Village Indian Cuisine","philadelphia","millbourne","$15","","70","96"
"goBrands Philadelphia","philadelphia","millbourne","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","millbourne","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","millbourne","$10","$2","70","48"
"Accu Pizza","philadelphia","millbourne","$12","$2","60","39"
"Mediterra Grill","philadelphia","millbourne","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","millbourne","$8","$2","70","11"
"Falafel Exotic Halal Cuisine","philadelphia","millbourne","$15","$2","70","27"
"Stacy's Pizza & Wings","philadelphia","millbourne","","$2","60","29"
"Zesto Pizza & Grill","philadelphia","mill-creek","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","mill-creek","$10","","80","85"
"Indian Cuisine","philadelphia","mill-creek","$15","","80","86"
"Scoop Deville","philadelphia","mill-creek","$15","$2","80","323"
"Laxmi Indian Grille - Manayunk","philadelphia","mill-creek","$25","$1.5","80","157"
"Sakura","philadelphia","mill-creek","$10","$1","70","111"
"Best China Inn","philadelphia","mill-creek","$10","$2","70","67"
"Fiesta Pizza","philadelphia","mill-creek","$8","$2","70","47"
"City Line Pizza","philadelphia","mill-creek","","$2","70","30"
"Ever Green","philadelphia","mill-creek","$10","$1","70","63"
"Lemon Grass Thai Restaurant","philadelphia","mill-creek","$20","$2","70","175"
"Laxmi's Indian Grille","philadelphia","mill-creek","$25","$1.5","70","62"
"U Penn Cafe","philadelphia","mill-creek","$10","$2","70","28"
"Rich City Chinese Restaurant","philadelphia","mill-creek","$10","$1","70","99"
"Aladdin Pizzeria & Eatery","philadelphia","mill-creek","$8","$3","70","54"
"New China","philadelphia","mill-creek","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","mill-creek","$10","$2","60","98"
"Thai Singha House","philadelphia","mill-creek","$15","$2","70","61"
"Jake's Sandwich Board - 40th St.","philadelphia","mill-creek","$10","$2.99","70","54"
"Desi Village Indian Cuisine","philadelphia","mill-creek","$15","","70","96"
"Xiandu Thai","philadelphia","moore-college-of-art","$15","$1","90","359"
"Cleavers","philadelphia","moore-college-of-art","$10","$4","90","370"
"Golden Triangle","philadelphia","moore-college-of-art","$15","","90","72"
"Farmer's Keep","philadelphia","moore-college-of-art","$9","$1.99","90","129"
"Kabuki Sushi","philadelphia","moore-college-of-art","$10","$1","80","281"
"Crazy Sushi","philadelphia","moore-college-of-art","$10","","80","387"
"New Delhi Indian","philadelphia","moore-college-of-art","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","moore-college-of-art","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","moore-college-of-art","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","moore-college-of-art","$10","$1.5","80","116"
"Smile Cafe","philadelphia","moore-college-of-art","$15","","80","230"
"Fuji Mountain Japanese","philadelphia","moore-college-of-art","$20","","80","362"
"Luigi's Pizza Fresca","philadelphia","moore-college-of-art","$10","$1.5","80","172"
"Yellowtail","philadelphia","moore-college-of-art","$10","$1","80","89"
"Chix & Bowls","philadelphia","moore-college-of-art","$50","$2","80","56"
"Kai Japanese Cuisine","philadelphia","moore-college-of-art","$15","$1","80","79"
"Spice End","philadelphia","moore-college-of-art","$15","$2","80","250"
"Bareburger","philadelphia","moore-college-of-art","$15","$2","80","384"
"Aya's Cafe","philadelphia","moore-college-of-art","$9","$1.99","80","146"
"Indian Cuisine","philadelphia","moore-college-of-art","$15","","80","86"
"Laxmi Indian Grille - Manayunk","philadelphia","mount-airy","$25","$1.5","80","157"
"Evo Brickoven Pizza","philadelphia","mount-airy","$10","$2.5","80","74"
"Mario's Pizza","philadelphia","mount-airy","$10","$2","70","36"
"Panda Garden","philadelphia","mount-airy","$10","$1.5","80","28"
"Totos Pizzeria","philadelphia","mount-airy","$10","$2","60","98"
"2 in One Breakfast & Pizza","philadelphia","mount-airy","$10","$3","70","7"
"Tiffin","philadelphia","mount-airy","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","mount-airy","$10","$2.49","60","50"
"Takka Grill & Shrimpies","philadelphia","mount-airy","","$2","60","15"
"Chatkharay Indian & Pakistani","philadelphia","mount-airy","$25","$2","50","43"
"Mina's Pizza","philadelphia","mount-airy","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","mount-airy","$10","$2.5","50","31"
"Roman's Pizza","philadelphia","mount-airy","$12","$2.5","50","28"
"Kingston City Restaurant","philadelphia","mount-airy","$10","$2","50","20"
"Papa John's Pizza","philadelphia","mount-airy","$10","$2.99","50","24"
"Gennaro's Famous Pizza","philadelphia","mount-airy","$10","$3.5","40","17"
"New Germantown Pizza","philadelphia","mount-airy","$5","$1.95","40","7"
"Action Pizza","philadelphia","mount-airy","$7","$1.5","40","4"
"Takka Grill","philadelphia","mount-airy","$8","$2","30","7"
"Seafood Sensations","philadelphia","mount-airy","$15","$2","40","5"
"Giovani's Falafel Bar & Grill","philadelphia","nicetown-tioga","$10","","80","85"
"Frank's Pizza","philadelphia","nicetown-tioga","","$3","80","77"
"Eatalia","philadelphia","nicetown-tioga","$10","$1","80","124"
"Steak & Shake","philadelphia","nicetown-tioga","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","nicetown-tioga","$15","","80","120"
"Laxmi's Indian Grille","philadelphia","nicetown-tioga","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","nicetown-tioga","$10","$1","70","99"
"Totos Pizzeria","philadelphia","nicetown-tioga","$10","$2","60","98"
"New London Pizza","philadelphia","nicetown-tioga","$15","$1.25","70","18"
"Ribs R Us","philadelphia","nicetown-tioga","$12","$3","70","56"
"Classic Pizza","philadelphia","nicetown-tioga","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","nicetown-tioga","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","nicetown-tioga","$10","$3","70","7"
"Crown Fried Chicken","philadelphia","nicetown-tioga","$10","$1.5","100","4"
"Tiffin","philadelphia","nicetown-tioga","$15","","60","140"
"Pizza Bolis","philadelphia","nicetown-tioga","$10","$2","80","4"
"Chatkharay Indian & Pakistani","philadelphia","nicetown-tioga","$25","$2","50","43"
"Diamante Pizzeria","philadelphia","nicetown-tioga","$10","$2","60","8"
"You Ring We Bring Pizza","philadelphia","nicetown-tioga","$10","$1","60","11"
"Papa Sam Pizza","philadelphia","nicetown-tioga","$8","$1.5","70","4"
"Suzani Restaurant","philadelphia","normandy","$20","","80","46"
"Big Daddy Pizza","philadelphia","normandy","$5","$1.5","70","31"
"Mega Quality Pizza","philadelphia","normandy","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","normandy","$15","$3","70","109"
"Amy's Pizzeria","philadelphia","normandy","","$1.5","80","14"
"Szechuan King","philadelphia","normandy","$10","$1","70","11"
"8 Diamonds Pizza","philadelphia","normandy","$10","$1","60","14"
"Originals Italian Restaurant & Bar","philadelphia","normandy","$10","$1","60","21"
"NO.1 China","philadelphia","normandy","$10","$1.5","80","4"
"Happy Panda","philadelphia","normandy","$10","$1","70","9"
"No. 1 China","philadelphia","normandy","$10","$1","60","11"
"Mojo's Pizza & Chicken","philadelphia","normandy","$10","$1.5","60","19"
"Wacky Zaki's","philadelphia","normandy","$5","$1.58","60","19"
"Lee's Hoagie House","philadelphia","normandy","$10","$2","50","16"
"New Station Pizza","philadelphia","normandy","$5","$1","60","6"
"Al's Corner Deli","philadelphia","normandy","$35","$2","90","40"
"Suzani Restaurant","philadelphia","northeast-philadelphia","$20","","80","46"
"Big Daddy Pizza","philadelphia","northeast-philadelphia","$5","$1.5","70","31"
"Mega Quality Pizza","philadelphia","northeast-philadelphia","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","northeast-philadelphia","$15","$3","70","109"
"Amy's Pizzeria","philadelphia","northeast-philadelphia","","$1.5","80","14"
"Szechuan King","philadelphia","northeast-philadelphia","$10","$1","70","11"
"8 Diamonds Pizza","philadelphia","northeast-philadelphia","$10","$1","60","14"
"Originals Italian Restaurant & Bar","philadelphia","northeast-philadelphia","$10","$1","60","21"
"NO.1 China","philadelphia","northeast-philadelphia","$10","$1.5","80","4"
"Happy Panda","philadelphia","northeast-philadelphia","$10","$1","70","9"
"No. 1 China","philadelphia","northeast-philadelphia","$10","$1","60","11"
"Mojo's Pizza & Chicken","philadelphia","northeast-philadelphia","$10","$1.5","60","19"
"Wacky Zaki's","philadelphia","northeast-philadelphia","$5","$1.58","60","19"
"Lee's Hoagie House","philadelphia","northeast-philadelphia","$10","$2","50","16"
"New Station Pizza","philadelphia","northeast-philadelphia","$5","$1","60","6"
"Al's Corner Deli","philadelphia","northeast-philadelphia","$35","$2","90","40"
"Xiandu Thai","philadelphia","northern-liberties","$15","$1","90","359"
"Pancho's Cafe","philadelphia","northern-liberties","$15","$2","100","26"
"Golden Triangle","philadelphia","northern-liberties","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","northern-liberties","$10","","80","85"
"Talia's Grille","philadelphia","northern-liberties","$15","$3.5","90","69"
"Yellowtail","philadelphia","northern-liberties","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","northern-liberties","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","northern-liberties","$15","$1","80","79"
"Trios Fresh Italian","philadelphia","northern-liberties","$15","$3.99","80","154"
"Indian Cuisine","philadelphia","northern-liberties","$15","","80","86"
"Scoop Deville","philadelphia","northern-liberties","$15","$2","80","323"
"Masala Kitchen Kati Rolls & Platters","philadelphia","northern-liberties","$20","$1.99","80","180"
"Pho 20","philadelphia","northern-liberties","$9","$1.99","80","75"
"Eatalia","philadelphia","northern-liberties","$10","$1","80","124"
"Mood Indian Restaurant","philadelphia","northern-liberties","$15","","80","44"
"Steak & Shake","philadelphia","northern-liberties","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","northern-liberties","$15","","80","120"
"Tsuki Sushi","philadelphia","northern-liberties","$10","$1","70","109"
"Del Rossi's Cheesesteak Co.","philadelphia","northern-liberties","$10","$2.5","70","178"
"Machi Sushi Bar","philadelphia","northern-liberties","$12","","70","128"
"Golden Triangle","philadelphia","north-philadelphia-east","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","north-philadelphia-east","$10","","80","85"
"Que Chula Es Puebla","philadelphia","north-philadelphia-east","$20","$2","80","166"
"Indian Cuisine","philadelphia","north-philadelphia-east","$15","","80","86"
"Scoop Deville","philadelphia","north-philadelphia-east","$15","$2","80","323"
"Pho 20","philadelphia","north-philadelphia-east","$9","$1.99","80","75"
"Eatalia","philadelphia","north-philadelphia-east","$10","$1","80","124"
"Steak & Shake","philadelphia","north-philadelphia-east","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","north-philadelphia-east","$15","","80","120"
"Del Rossi's Cheesesteak Co.","philadelphia","north-philadelphia-east","$10","$2.5","70","178"
"Tiffin Indian Cuisine","philadelphia","north-philadelphia-east","$15","","70","278"
"Sakura","philadelphia","north-philadelphia-east","$10","$1","70","111"
"Not Just Pizza","philadelphia","north-philadelphia-east","$10","$2","70","48"
"Ken Shin Asian Diner","philadelphia","north-philadelphia-east","$20","$2","70","123"
"Veggie Lovers","philadelphia","north-philadelphia-east","$10","","70","127"
"Rich City Chinese Restaurant","philadelphia","north-philadelphia-east","$10","$1","70","99"
"Trio","philadelphia","north-philadelphia-east","$15","$2","70","154"
"Seiko Japanese Restaurant","philadelphia","north-philadelphia-east","$20","$1","70","86"
"George's Pizza","philadelphia","north-philadelphia-east","$10","$1","70","30"
"Classic Pizza","philadelphia","north-philadelphia-east","$7","$1.5","70","12"
"Zesto Pizza & Grill","philadelphia","north-philadelphia-west","$10","$3","80","82"
"Pita Chip","philadelphia","north-philadelphia-west","$15","$2.99","90","70"
"Giovani's Falafel Bar & Grill","philadelphia","north-philadelphia-west","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","north-philadelphia-west","$10","$1.5","80","116"
"Indian Cuisine","philadelphia","north-philadelphia-west","$15","","80","86"
"Scoop Deville","philadelphia","north-philadelphia-west","$15","$2","80","323"
"Pho 20","philadelphia","north-philadelphia-west","$9","$1.99","80","75"
"Eatalia","philadelphia","north-philadelphia-west","$10","$1","80","124"
"Tandoor India- Fishtown","philadelphia","north-philadelphia-west","$15","","80","120"
"Tiffin Indian Cuisine","philadelphia","north-philadelphia-west","$15","","70","278"
"Sakura","philadelphia","north-philadelphia-west","$10","$1","70","111"
"Lemon Grass Thai Restaurant","philadelphia","north-philadelphia-west","$20","$2","70","175"
"Rich City Chinese Restaurant","philadelphia","north-philadelphia-west","$10","$1","70","99"
"Trio","philadelphia","north-philadelphia-west","$15","$2","70","154"
"New China","philadelphia","north-philadelphia-west","$11","$1.25","70","21"
"Seiko Japanese Restaurant","philadelphia","north-philadelphia-west","$20","$1","70","86"
"Thai Singha House","philadelphia","north-philadelphia-west","$15","$2","70","61"
"Moju's Family Pizzeria","philadelphia","north-philadelphia-west","$10","$2","80","12"
"goBrands Philadelphia","philadelphia","north-philadelphia-west","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","north-philadelphia-west","$10","$2","80","10"
"Xiandu Thai","philadelphia","old-city","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","old-city","$20","","90","160"
"Golden Triangle","philadelphia","old-city","$15","","90","72"
"Kabuki Sushi","philadelphia","old-city","$10","$1","80","281"
"Giovani's Falafel Bar & Grill","philadelphia","old-city","$10","","80","85"
"Yellowtail","philadelphia","old-city","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","old-city","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","old-city","$15","$1","80","79"
"Spice End","philadelphia","old-city","$15","$2","80","250"
"Karma Restaurant & Lounge","philadelphia","old-city","$9","$1.99","80","309"
"Bareburger","philadelphia","old-city","$15","$2","80","384"
"Indian Cuisine","philadelphia","old-city","$15","","80","86"
"Scoop Deville","philadelphia","old-city","$15","$2","80","323"
"Oregon Steaks","philadelphia","old-city","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","old-city","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","old-city","$12","$2","80","162"
"Pho 20","philadelphia","old-city","$9","$1.99","80","75"
"European Republic","philadelphia","old-city","$9","$1.99","80","189"
"Eatalia","philadelphia","old-city","$10","$1","80","124"
"Mood Indian Restaurant","philadelphia","old-city","$15","","80","44"
"Golden Triangle","philadelphia","olde-kensington","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","olde-kensington","$10","","80","85"
"Que Chula Es Puebla","philadelphia","olde-kensington","$20","$2","80","166"
"Indian Cuisine","philadelphia","olde-kensington","$15","","80","86"
"Scoop Deville","philadelphia","olde-kensington","$15","$2","80","323"
"Pho 20","philadelphia","olde-kensington","$9","$1.99","80","75"
"Eatalia","philadelphia","olde-kensington","$10","$1","80","124"
"Steak & Shake","philadelphia","olde-kensington","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","olde-kensington","$15","","80","120"
"Del Rossi's Cheesesteak Co.","philadelphia","olde-kensington","$10","$2.5","70","178"
"Tiffin Indian Cuisine","philadelphia","olde-kensington","$15","","70","278"
"Sakura","philadelphia","olde-kensington","$10","$1","70","111"
"Not Just Pizza","philadelphia","olde-kensington","$10","$2","70","48"
"Ken Shin Asian Diner","philadelphia","olde-kensington","$20","$2","70","123"
"Veggie Lovers","philadelphia","olde-kensington","$10","","70","127"
"Rich City Chinese Restaurant","philadelphia","olde-kensington","$10","$1","70","99"
"Trio","philadelphia","olde-kensington","$15","$2","70","154"
"Seiko Japanese Restaurant","philadelphia","olde-kensington","$20","$1","70","86"
"George's Pizza","philadelphia","olde-kensington","$10","$1","70","30"
"Classic Pizza","philadelphia","olde-kensington","$7","$1.5","70","12"
"Zesto Pizza & Grill","philadelphia","overbrook","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","overbrook","$10","","80","85"
"Indian Cuisine","philadelphia","overbrook","$15","","80","86"
"Scoop Deville","philadelphia","overbrook","$15","$2","80","323"
"Laxmi Indian Grille - Manayunk","philadelphia","overbrook","$25","$1.5","80","157"
"Sakura","philadelphia","overbrook","$10","$1","70","111"
"City Line Pizza","philadelphia","overbrook","","$2","70","30"
"Lemon Grass Thai Restaurant","philadelphia","overbrook","$20","$2","70","175"
"Laxmi's Indian Grille","philadelphia","overbrook","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","overbrook","$10","$1","70","99"
"New China","philadelphia","overbrook","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","overbrook","$10","$2","60","98"
"Thai Singha House","philadelphia","overbrook","$15","$2","70","61"
"goBrands Philadelphia","philadelphia","overbrook","$9","$1.95","70","51"
"2 in One Breakfast & Pizza","philadelphia","overbrook","$10","$3","70","7"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","overbrook","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","overbrook","$10","$2","70","48"
"Mediterra Grill","philadelphia","overbrook","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","overbrook","$8","$2","70","11"
"Robola Pizza & Grill","philadelphia","overbrook","$10","$2","60","18"
"Al-Sham Restaurant","philadelphia","oxford-circle","$10","$2","80","107"
"Suzani Restaurant","philadelphia","oxford-circle","$20","","80","46"
"Philly's Seafood","philadelphia","oxford-circle","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","oxford-circle","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","oxford-circle","$10","$1","70","18"
"Four Seasons Diner","philadelphia","oxford-circle","$5","$2","70","116"
"Mega Quality Pizza","philadelphia","oxford-circle","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","oxford-circle","$15","$3","70","109"
"Best In Town Pizza","philadelphia","oxford-circle","$15","$2","70","23"
"Big Ben Pizza","philadelphia","oxford-circle","$10","$1.5","60","31"
"New London Pizza","philadelphia","oxford-circle","$15","$1.25","70","18"
"Original George's Burgers","philadelphia","oxford-circle","$10","$3","60","29"
"Dragon Phoenix House","philadelphia","oxford-circle","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","oxford-circle","","$1.5","80","14"
"Drougie's Pizza & Restaurant","philadelphia","oxford-circle","$5","$1","50","54"
"Szechuan King","philadelphia","oxford-circle","$10","$1","70","11"
"Bellissima Pizza","philadelphia","oxford-circle","$8","$1","70","12"
"Happy Panda","philadelphia","oxford-circle","$10","$1","70","9"
"Mojo's Pizza & Chicken","philadelphia","oxford-circle","$10","$1.5","60","19"
"Pagano's Steaks & Shakes","philadelphia","oxford-circle","$10","$2","60","13"
"Xiandu Thai","philadelphia","passyunk","$15","$1","90","359"
"Cosmi's Deli","philadelphia","passyunk","$10","$1.5","90","261"
"Hardena / Waroeng Surabaya Restaurant","philadelphia","passyunk","$12","$3","90","218"
"Golden Triangle","philadelphia","passyunk","$15","","90","72"
"Pastificio","philadelphia","passyunk","$15","","90","58"
"Zesto Pizza & Grill","philadelphia","passyunk","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","passyunk","$10","","80","85"
"Fuel","philadelphia","passyunk","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","passyunk","$15","$1","80","79"
"Indian Cuisine","philadelphia","passyunk","$15","","80","86"
"Scoop Deville","philadelphia","passyunk","$15","$2","80","323"
"Oregon Steaks","philadelphia","passyunk","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","passyunk","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","passyunk","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","passyunk","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","passyunk","$14","$2","80","25"
"New Sushi Planet","philadelphia","passyunk","$15","$1","70","176"
"Lemon Grass Thai Restaurant","philadelphia","passyunk","$20","$2","70","175"
"Iztaccihuatl","philadelphia","passyunk","$15","","70","109"
"The Pizza Shack","philadelphia","passyunk","$5","$0.75","70","48"
"TO-KAI Sushi & Steakhouse","philadelphia","pauls-run","$25","","80","146"
"Wasabi Sushi","philadelphia","pauls-run","$15","","80","32"
"Suzani Restaurant","philadelphia","pauls-run","$20","","80","46"
"Big Daddy Pizza","philadelphia","pauls-run","$5","$1.5","70","31"
"Mega Quality Pizza","philadelphia","pauls-run","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","pauls-run","$15","$3","70","109"
"Best In Town Pizza","philadelphia","pauls-run","$15","$2","70","23"
"Big Ben Pizza","philadelphia","pauls-run","$10","$1.5","60","31"
"Dolce Pizzeria & Italian","philadelphia","pauls-run","$10","$1.5","70","18"
"Dragon Phoenix House","philadelphia","pauls-run","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","pauls-run","","$1.5","80","14"
"Szechuan King","philadelphia","pauls-run","$10","$1","70","11"
"Jin Jin Restaurant","philadelphia","pauls-run","$15","$1","70","38"
"8 Diamonds Pizza","philadelphia","pauls-run","$10","$1","60","14"
"Muscle Maker Grill","philadelphia","pauls-run","","$1.5","60","58"
"Originals Italian Restaurant & Bar","philadelphia","pauls-run","$10","$1","60","21"
"NO.1 China","philadelphia","pauls-run","$10","$1.5","80","4"
"Happy Panda","philadelphia","pauls-run","$10","$1","70","9"
"No. 1 China","philadelphia","pauls-run","$10","$1","60","11"
"Mojo's Pizza & Chicken","philadelphia","pauls-run","$10","$1.5","60","19"
"Xiandu Thai","philadelphia","peirce-college","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","peirce-college","$20","","90","160"
"Golden Triangle","philadelphia","peirce-college","$15","","90","72"
"Spice 28","philadelphia","peirce-college","$15","$1","80","591"
"Kabuki Sushi","philadelphia","peirce-college","$10","$1","80","281"
"Crazy Sushi","philadelphia","peirce-college","$10","","80","387"
"New Delhi Indian","philadelphia","peirce-college","$15","$0.5","80","397"
"Giovani's Falafel Bar & Grill","philadelphia","peirce-college","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","peirce-college","$10","$1.5","80","116"
"Smile Cafe","philadelphia","peirce-college","$15","","80","230"
"Fuji Mountain Japanese","philadelphia","peirce-college","$20","","80","362"
"Luigi's Pizza Fresca","philadelphia","peirce-college","$10","$1.5","80","172"
"Yellowtail","philadelphia","peirce-college","$10","$1","80","89"
"Su Xing House","philadelphia","peirce-college","$20","","80","342"
"Kai Japanese Cuisine","philadelphia","peirce-college","$15","$1","80","79"
"Spice End","philadelphia","peirce-college","$15","$2","80","250"
"Bareburger","philadelphia","peirce-college","$15","$2","80","384"
"Indian Cuisine","philadelphia","peirce-college","$15","","80","86"
"Scoop Deville","philadelphia","peirce-college","$15","$2","80","323"
"Masala Kitchen Kati Rolls & Platters","philadelphia","peirce-college","$20","$1.99","80","180"
"Xiandu Thai","philadelphia","penns-landing","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","penns-landing","$20","","90","160"
