"Name","City","Neighborhood","Delivery Min","Delivery Fee","Rating","Reviews"
"Pizzeria Cappelli","philadelphia","garden-court","$10","$2","70","48"
"Accu Pizza","philadelphia","garden-court","$12","$2","60","39"
"Curry Bird","philadelphia","garden-court","$10","$2","80","10"
"Falafel Exotic Halal Cuisine","philadelphia","garden-court","$15","$2","70","27"
"Giovani's Falafel Bar & Grill","philadelphia","germantown","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","germantown","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","germantown","","$3","80","77"
"Mario's Pizza","philadelphia","germantown","$10","$2","70","36"
"Panda Garden","philadelphia","germantown","$10","$1.5","80","28"
"Laxmi's Indian Grille","philadelphia","germantown","$25","$1.5","70","62"
"Golden Crust Pizza III","philadelphia","germantown","$10","$2","60","48"
"Totos Pizzeria","philadelphia","germantown","$10","$2","60","98"
"Ribs R Us","philadelphia","germantown","$12","$3","70","56"
"2 in One Breakfast & Pizza","philadelphia","germantown","$10","$3","70","7"
"Tiffin","philadelphia","germantown","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","germantown","$10","$2.49","60","50"
"Sorrento's Pizza","philadelphia","germantown","$8","$2","60","22"
"Chatkharay Indian & Pakistani","philadelphia","germantown","$25","$2","50","43"
"Mina's Pizza","philadelphia","germantown","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","germantown","$10","$2.5","50","31"
"Takka Grill & Pizza on Chelten Ave","philadelphia","germantown","$10","$2.5","60","7"
"Roman's Pizza","philadelphia","germantown","$12","$2.5","50","28"
"Brother's Pizza House II","philadelphia","germantown","$10","$2","70","6"
"Lucky Garden","philadelphia","germantown","$10","$1","50","29"
"Zesto Pizza & Grill","philadelphia","girard-college","$10","$3","80","82"
"Pita Chip","philadelphia","girard-college","$15","$2.99","90","70"
"Giovani's Falafel Bar & Grill","philadelphia","girard-college","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","girard-college","$10","$1.5","80","116"
"Indian Cuisine","philadelphia","girard-college","$15","","80","86"
"Scoop Deville","philadelphia","girard-college","$15","$2","80","323"
"Pho 20","philadelphia","girard-college","$9","$1.99","80","75"
"Eatalia","philadelphia","girard-college","$10","$1","80","124"
"Tandoor India- Fishtown","philadelphia","girard-college","$15","","80","120"
"Tiffin Indian Cuisine","philadelphia","girard-college","$15","","70","278"
"Sakura","philadelphia","girard-college","$10","$1","70","111"
"Lemon Grass Thai Restaurant","philadelphia","girard-college","$20","$2","70","175"
"Rich City Chinese Restaurant","philadelphia","girard-college","$10","$1","70","99"
"Trio","philadelphia","girard-college","$15","$2","70","154"
"New China","philadelphia","girard-college","$11","$1.25","70","21"
"Seiko Japanese Restaurant","philadelphia","girard-college","$20","$1","70","86"
"Thai Singha House","philadelphia","girard-college","$15","$2","70","61"
"Moju's Family Pizzeria","philadelphia","girard-college","$10","$2","80","12"
"goBrands Philadelphia","philadelphia","girard-college","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","girard-college","$10","$2","80","10"
"Zesto Pizza and Grill","philadelphia","glen-willow","$1","$3","80","159"
"Giovani's Falafel Bar & Grill","philadelphia","glen-willow","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","glen-willow","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","glen-willow","","$3","80","77"
"Mario's Pizza","philadelphia","glen-willow","$10","$2","70","36"
"Laxmi's Indian Grille","philadelphia","glen-willow","$25","$1.5","70","62"
"Totos Pizzeria","philadelphia","glen-willow","$10","$2","60","98"
"CJ & Eck's","philadelphia","glen-willow","$15","$3","70","35"
"2 in One Breakfast & Pizza","philadelphia","glen-willow","$10","$3","70","7"
"Dantonio's Pizza","philadelphia","glen-willow","$10","$2","70","34"
"Tiffin","philadelphia","glen-willow","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","glen-willow","$10","$2.49","60","50"
"Chatkharay Indian & Pakistani","philadelphia","glen-willow","$25","$2","50","43"
"Mina's Pizza","philadelphia","glen-willow","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","glen-willow","$10","$2.5","50","31"
"China House","philadelphia","glen-willow","$10","$2","50","44"
"Roman's Pizza","philadelphia","glen-willow","$12","$2.5","50","28"
"Lucky Garden","philadelphia","glen-willow","$10","$1","50","29"
"New Germantown Pizza","philadelphia","glen-willow","$5","$1.95","40","7"
"Action Pizza","philadelphia","glen-willow","$7","$1.5","40","4"
"Xiandu Thai","philadelphia","graduate-hospital","$15","$1","90","359"
"So Crepe","philadelphia","graduate-hospital","$9","$1.99","90","235"
"Cosmi's Deli","philadelphia","graduate-hospital","$10","$1.5","90","261"
"Bistro Southeast","philadelphia","graduate-hospital","$9","$1.99","90","125"
"Golden Triangle","philadelphia","graduate-hospital","$15","","90","72"
"The Living Room","philadelphia","graduate-hospital","$15","$2","90","127"
"Zesto Pizza & Grill","philadelphia","graduate-hospital","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","graduate-hospital","$10","","80","85"
"The Quick Fixx","philadelphia","graduate-hospital","$10","$3","80","255"
"Yellowtail","philadelphia","graduate-hospital","$10","$1","80","89"
"Fuel","philadelphia","graduate-hospital","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","graduate-hospital","$15","$1","80","79"
"Spice End","philadelphia","graduate-hospital","$15","$2","80","250"
"Bareburger","philadelphia","graduate-hospital","$15","$2","80","384"
"Indian Cuisine","philadelphia","graduate-hospital","$15","","80","86"
"Scoop Deville","philadelphia","graduate-hospital","$15","$2","80","323"
"Tico's Tacos Tex Mex","philadelphia","graduate-hospital","$15","$2","90","24"
"Oregon Steaks","philadelphia","graduate-hospital","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","graduate-hospital","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","graduate-hospital","$12","$2","80","162"
"Xiandu Thai","philadelphia","grays-ferry","$15","$1","90","359"
"Cosmi's Deli","philadelphia","grays-ferry","$10","$1.5","90","261"
"BAP","philadelphia","grays-ferry","$9","$1.99","90","135"
"Golden Triangle","philadelphia","grays-ferry","$15","","90","72"
"The Living Room","philadelphia","grays-ferry","$15","$2","90","127"
"Nora's Mexican Grill","philadelphia","grays-ferry","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","grays-ferry","$10","","80","85"
"Quetzally Mexican Food","philadelphia","grays-ferry","$15","$1.5","80","187"
"Tamarind","philadelphia","grays-ferry","$9","$1.99","80","227"
"Yellowtail","philadelphia","grays-ferry","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","grays-ferry","$15","$2.5","80","184"
"Fuel","philadelphia","grays-ferry","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","grays-ferry","$15","$1","80","79"
"Spice End","philadelphia","grays-ferry","$15","$2","80","250"
"Bareburger","philadelphia","grays-ferry","$15","$2","80","384"
"Indian Cuisine","philadelphia","grays-ferry","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","grays-ferry","","$2.5","80","221"
"Scoop Deville","philadelphia","grays-ferry","$15","$2","80","323"
"Oregon Steaks","philadelphia","grays-ferry","$10","$1","70","95"
"Silver Fork Thai & Japanese","philadelphia","grays-ferry","$9","$1.99","90","32"
"Zesto Pizza & Grill","philadelphia","haddington","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","haddington","$10","","80","85"
"Best China Inn","philadelphia","haddington","$10","$2","70","67"
"Fiesta Pizza","philadelphia","haddington","$8","$2","70","47"
"Ever Green","philadelphia","haddington","$10","$1","70","63"
"Lemon Grass Thai Restaurant","philadelphia","haddington","$20","$2","70","175"
"U Penn Cafe","philadelphia","haddington","$10","$2","70","28"
"Rich City Chinese Restaurant","philadelphia","haddington","$10","$1","70","99"
"Aladdin Pizzeria & Eatery","philadelphia","haddington","$8","$3","70","54"
"Thai Singha House","philadelphia","haddington","$15","$2","70","61"
"Jake's Sandwich Board - 40th St.","philadelphia","haddington","$10","$2.99","70","54"
"Desi Village Indian Cuisine","philadelphia","haddington","$15","","70","96"
"goBrands Philadelphia","philadelphia","haddington","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","haddington","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","haddington","$10","$2","70","48"
"Accu Pizza","philadelphia","haddington","$12","$2","60","39"
"Mediterra Grill","philadelphia","haddington","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","haddington","$8","$2","70","11"
"Falafel Exotic Halal Cuisine","philadelphia","haddington","$15","$2","70","27"
"Stacy's Pizza & Wings","philadelphia","haddington","","$2","60","29"
"Xiandu Thai","philadelphia","hawthorne","$15","$1","90","359"
"So Crepe","philadelphia","hawthorne","$9","$1.99","90","235"
"Cosmi's Deli","philadelphia","hawthorne","$10","$1.5","90","261"
"Bistro Southeast","philadelphia","hawthorne","$9","$1.99","90","125"
"BAP","philadelphia","hawthorne","$9","$1.99","90","135"
"Golden Triangle","philadelphia","hawthorne","$15","","90","72"
"The Living Room","philadelphia","hawthorne","$15","$2","90","127"
"Zesto Pizza & Grill","philadelphia","hawthorne","$10","$3","80","82"
"Nora's Mexican Grill","philadelphia","hawthorne","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","hawthorne","$10","","80","85"
"The Quick Fixx","philadelphia","hawthorne","$10","$3","80","255"
"Quetzally Mexican Food","philadelphia","hawthorne","$15","$1.5","80","187"
"Tamarind","philadelphia","hawthorne","$9","$1.99","80","227"
"Yellowtail","philadelphia","hawthorne","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","hawthorne","$15","$2.5","80","184"
"Fuel","philadelphia","hawthorne","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","hawthorne","$15","$1","80","79"
"Spice End","philadelphia","hawthorne","$15","$2","80","250"
"Bareburger","philadelphia","hawthorne","$15","$2","80","384"
"Indian Cuisine","philadelphia","hawthorne","$15","","80","86"
"Biryani Bowl Indian Cuisine","philadelphia","highland","$20","$4","80","55"
"Mario's Pizza","philadelphia","highland","$10","$2","70","36"
"Panda Garden","philadelphia","highland","$10","$1.5","80","28"
"Banjara Indian Bistro","philadelphia","highland","$25","","80","38"
"Thai Kuu","philadelphia","highland","$25","$2","70","110"
"Totos Pizzeria","philadelphia","highland","$10","$2","60","98"
"King's Garden","philadelphia","highland","$15","$2","70","62"
"Tiffin","philadelphia","highland","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","highland","$10","$2.49","60","50"
"Fiesta Pizza III","philadelphia","highland","$10","$1.5","60","53"
"Chatkharay Indian & Pakistani","philadelphia","highland","$25","$2","50","43"
"Mina's Pizza","philadelphia","highland","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","highland","$10","$2.5","50","31"
"Roman's Pizza","philadelphia","highland","$12","$2.5","50","28"
"Action Pizza","philadelphia","highland","$7","$1.5","40","4"
"Takka Grill","philadelphia","highland","$8","$2","30","7"
"Mr. Hook Fish & Chicken","philadelphia","highland","$10","$4","30","3"
"Saladworks","philadelphia","highland","","at","80","21"
"Suzani Restaurant","philadelphia","holmesburg","$20","","80","46"
"Philly's Seafood","philadelphia","holmesburg","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","holmesburg","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","holmesburg","$10","$1","70","18"
"Four Seasons Diner","philadelphia","holmesburg","$5","$2","70","116"
"Fat Jack's BBQ - Philadelphia","philadelphia","holmesburg","$15","$3","70","109"
"Stella's Pizza","philadelphia","holmesburg","$5","$1.5","70","20"
"Best In Town Pizza","philadelphia","holmesburg","$15","$2","70","23"
"Salvito's Pizza Palace","philadelphia","holmesburg","$13","$1.35","80","36"
"New London Pizza","philadelphia","holmesburg","$10","$1","80","7"
"Big Ben Pizza","philadelphia","holmesburg","$10","$1.5","60","31"
"Dragon Phoenix House","philadelphia","holmesburg","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","holmesburg","","$1.5","80","14"
"Drougie's Pizza & Restaurant","philadelphia","holmesburg","$5","$1","50","54"
"Szechuan King","philadelphia","holmesburg","$10","$1","70","11"
"Chef Tony's Kitchen","philadelphia","holmesburg","$15","$1.5","80","10"
"Originals Italian Restaurant & Bar","philadelphia","holmesburg","$10","$1","60","21"
"No. 1 China","philadelphia","holmesburg","$10","$1","60","11"
"Mojo's Pizza & Chicken","philadelphia","holmesburg","$10","$1.5","60","19"
"Pagano's Steaks & Shakes","philadelphia","holmesburg","$10","$2","60","13"
"TO-KAI Sushi & Steakhouse","philadelphia","holy-family-university","$25","","80","146"
"Wasabi Sushi","philadelphia","holy-family-university","$15","","80","32"
"Suzani Restaurant","philadelphia","holy-family-university","$20","","80","46"
"Asian Bamboo House","philadelphia","holy-family-university","$10","$1","80","34"
"Philly's Seafood","philadelphia","holy-family-university","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","holy-family-university","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","holy-family-university","$10","$1","70","18"
"Mega Quality Pizza","philadelphia","holy-family-university","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","holy-family-university","$15","$3","70","109"
"Stella's Pizza","philadelphia","holy-family-university","$5","$1.5","70","20"
"Best In Town Pizza","philadelphia","holy-family-university","$15","$2","70","23"
"New London Pizza","philadelphia","holy-family-university","$10","$1","80","7"
"Dragon Phoenix House","philadelphia","holy-family-university","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","holy-family-university","","$1.5","80","14"
"Szechuan King","philadelphia","holy-family-university","$10","$1","70","11"
"Muscle Maker Grill","philadelphia","holy-family-university","","$1.5","60","58"
"Originals Italian Restaurant & Bar","philadelphia","holy-family-university","$10","$1","60","21"
"NO.1 China","philadelphia","holy-family-university","$10","$1.5","80","4"
"Happy Panda","philadelphia","holy-family-university","$10","$1","70","9"
"No. 1 China","philadelphia","holy-family-university","$10","$1","60","11"
"Xiandu Thai","philadelphia","italian-market","$15","$1","90","359"
"Cosmi's Deli","philadelphia","italian-market","$10","$1.5","90","261"
"BAP","philadelphia","italian-market","$9","$1.99","90","135"
"Golden Triangle","philadelphia","italian-market","$15","","90","72"
"The Living Room","philadelphia","italian-market","$15","$2","90","127"
"Nora's Mexican Grill","philadelphia","italian-market","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","italian-market","$10","","80","85"
"Quetzally Mexican Food","philadelphia","italian-market","$15","$1.5","80","187"
"Tamarind","philadelphia","italian-market","$9","$1.99","80","227"
"Yellowtail","philadelphia","italian-market","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","italian-market","$15","$2.5","80","184"
"Fuel","philadelphia","italian-market","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","italian-market","$15","$1","80","79"
"Spice End","philadelphia","italian-market","$15","$2","80","250"
"Bareburger","philadelphia","italian-market","$15","$2","80","384"
"Indian Cuisine","philadelphia","italian-market","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","italian-market","","$2.5","80","221"
"Scoop Deville","philadelphia","italian-market","$15","$2","80","323"
"Oregon Steaks","philadelphia","italian-market","$10","$1","70","95"
"Silver Fork Thai & Japanese","philadelphia","italian-market","$9","$1.99","90","32"
"Giovani's Falafel Bar & Grill","philadelphia","juniata","$10","","80","85"
"Eatalia","philadelphia","juniata","$10","$1","80","124"
"Steak & Shake","philadelphia","juniata","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","juniata","$15","","80","120"
"Suzani Restaurant","philadelphia","juniata","$20","","80","46"
"Philly's Seafood","philadelphia","juniata","$10","$2","80","17"
"Four Seasons Diner","philadelphia","juniata","$5","$2","70","116"
"Rich City Chinese Restaurant","philadelphia","juniata","$10","$1","70","99"
"Big Ben Pizza","philadelphia","juniata","$10","$1.5","60","31"
"New London Pizza","philadelphia","juniata","$15","$1.25","70","18"
"Dragon Phoenix House","philadelphia","juniata","$15","$2.5","70","24"
"Ribs R Us","philadelphia","juniata","$12","$3","70","56"
"Classic Pizza","philadelphia","juniata","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","juniata","$10","$2","80","12"
"Pizza Bolis","philadelphia","juniata","$10","$2","80","4"
"Mojo's Pizza & Chicken","philadelphia","juniata","$10","$1.5","60","19"
"Pagano's Steaks & Shakes","philadelphia","juniata","$10","$2","60","13"
"You Ring We Bring Pizza","philadelphia","juniata","$10","$1","60","11"
"Papa Sam Pizza","philadelphia","juniata","$8","$1.5","70","4"
"Fanti's Pizzeria","philadelphia","juniata","$10","$1","70","10"
"Giovani's Falafel Bar & Grill","philadelphia","kensington","$10","","80","85"
"Kai Japanese Cuisine","philadelphia","kensington","$15","$1","80","79"
"Scoop Deville","philadelphia","kensington","$15","$2","80","323"
"Pho 20","philadelphia","kensington","$9","$1.99","80","75"
"Eatalia","philadelphia","kensington","$10","$1","80","124"
"Steak & Shake","philadelphia","kensington","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","kensington","$15","","80","120"
"Del Rossi's Cheesesteak Co.","philadelphia","kensington","$10","$2.5","70","178"
"Tiffin Indian Cuisine","philadelphia","kensington","$15","","70","278"
"Sakura","philadelphia","kensington","$10","$1","70","111"
"Fresh Works","philadelphia","kensington","$10","$1","80","29"
"Not Just Pizza","philadelphia","kensington","$10","$2","70","48"
"Ken Shin Asian Diner","philadelphia","kensington","$20","$2","70","123"
"Veggie Lovers","philadelphia","kensington","$10","","70","127"
"Rich City Chinese Restaurant","philadelphia","kensington","$10","$1","70","99"
"Seiko Japanese Restaurant","philadelphia","kensington","$20","$1","70","86"
"Four Sons Pizza","philadelphia","kensington","$15","$2.5","80","20"
"George's Pizza","philadelphia","kensington","$10","$1","70","30"
"Classic Pizza","philadelphia","kensington","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","kensington","$10","$2","80","12"
"Zesto Pizza & Grill","philadelphia","kingsessing","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","kingsessing","$10","","80","85"
"Indian Cuisine","philadelphia","kingsessing","$15","","80","86"
"Guacamole Mex Grill","philadelphia","kingsessing","$12","$2","80","110"
"Best China Inn","philadelphia","kingsessing","$10","$2","70","67"
"Fiesta Pizza","philadelphia","kingsessing","$8","$2","70","47"
"Ever Green","philadelphia","kingsessing","$10","$1","70","63"
"Lemon Grass Thai Restaurant","philadelphia","kingsessing","$20","$2","70","175"
"U Penn Cafe","philadelphia","kingsessing","$10","$2","70","28"
"Rich City Chinese Restaurant","philadelphia","kingsessing","$10","$1","70","99"
"Aladdin Pizzeria & Eatery","philadelphia","kingsessing","$8","$3","70","54"
"Thai Singha House","philadelphia","kingsessing","$15","$2","70","61"
"Jake's Sandwich Board - 40th St.","philadelphia","kingsessing","$10","$2.99","70","54"
"Desi Village Indian Cuisine","philadelphia","kingsessing","$15","","70","96"
"goBrands Philadelphia","philadelphia","kingsessing","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","kingsessing","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","kingsessing","$10","$2","70","48"
"Accu Pizza","philadelphia","kingsessing","$12","$2","60","39"
"Curry Bird","philadelphia","kingsessing","$10","$2","80","10"
"Falafel Exotic Halal Cuisine","philadelphia","kingsessing","$15","$2","70","27"
"Giovani's Falafel Bar & Grill","philadelphia","la-salle-university","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","la-salle-university","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","la-salle-university","","$3","80","77"
"Mario's Pizza","philadelphia","la-salle-university","$10","$2","70","36"
"Panda Garden","philadelphia","la-salle-university","$10","$1.5","80","28"
"Laxmi's Indian Grille","philadelphia","la-salle-university","$25","$1.5","70","62"
"Golden Crust Pizza III","philadelphia","la-salle-university","$10","$2","60","48"
"Totos Pizzeria","philadelphia","la-salle-university","$10","$2","60","98"
"New London Pizza","philadelphia","la-salle-university","$15","$1.25","70","18"
"Ribs R Us","philadelphia","la-salle-university","$12","$3","70","56"
"Moju's Family Pizzeria","philadelphia","la-salle-university","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","la-salle-university","$10","$3","70","7"
"Tiffin","philadelphia","la-salle-university","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","la-salle-university","$10","$2.49","60","50"
"Sorrento's Pizza","philadelphia","la-salle-university","$8","$2","60","22"
"Chatkharay Indian & Pakistani","philadelphia","la-salle-university","$25","$2","50","43"
"Mina's Pizza","philadelphia","la-salle-university","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","la-salle-university","$10","$2.5","50","31"
"Diamante Pizzeria","philadelphia","la-salle-university","$10","$2","60","8"
"Takka Grill & Pizza on Chelten Ave","philadelphia","la-salle-university","$10","$2.5","60","7"
"Al-Sham Restaurant","philadelphia","lawncrest","$10","$2","80","107"
"Suzani Restaurant","philadelphia","lawncrest","$20","","80","46"
"Philly's Seafood","philadelphia","lawncrest","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","lawncrest","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","lawncrest","$10","$1","70","18"
"Four Seasons Diner","philadelphia","lawncrest","$5","$2","70","116"
"Mega Quality Pizza","philadelphia","lawncrest","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","lawncrest","$15","$3","70","109"
"Best In Town Pizza","philadelphia","lawncrest","$15","$2","70","23"
"Big Ben Pizza","philadelphia","lawncrest","$10","$1.5","60","31"
"New London Pizza","philadelphia","lawncrest","$15","$1.25","70","18"
"Original George's Burgers","philadelphia","lawncrest","$10","$3","60","29"
"Dragon Phoenix House","philadelphia","lawncrest","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","lawncrest","","$1.5","80","14"
"Drougie's Pizza & Restaurant","philadelphia","lawncrest","$5","$1","50","54"
"Szechuan King","philadelphia","lawncrest","$10","$1","70","11"
"Bellissima Pizza","philadelphia","lawncrest","$8","$1","70","12"
"Happy Panda","philadelphia","lawncrest","$10","$1","70","9"
"Mojo's Pizza & Chicken","philadelphia","lawncrest","$10","$1.5","60","19"
"Pagano's Steaks & Shakes","philadelphia","lawncrest","$10","$2","60","13"
"TO-KAI Sushi & Steakhouse","philadelphia","lexington-park","$25","","80","146"
"Solly Pizza","philadelphia","lexington-park","","$1","80","19"
"Suzani Restaurant","philadelphia","lexington-park","$20","","80","46"
"Johnny G's Famous Pizza","philadelphia","lexington-park","$10","$1","90","9"
"Philly's Seafood","philadelphia","lexington-park","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","lexington-park","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","lexington-park","$10","$1","70","18"
"Four Seasons Diner","philadelphia","lexington-park","$5","$2","70","116"
"Mega Quality Pizza","philadelphia","lexington-park","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","lexington-park","$15","$3","70","109"
"Stella's Pizza","philadelphia","lexington-park","$5","$1.5","70","20"
"Best In Town Pizza","philadelphia","lexington-park","$15","$2","70","23"
"New London Pizza","philadelphia","lexington-park","$10","$1","80","7"
"Big Ben Pizza","philadelphia","lexington-park","$10","$1.5","60","31"
"Dragon Phoenix House","philadelphia","lexington-park","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","lexington-park","","$1.5","80","14"
"Drougie's Pizza & Restaurant","philadelphia","lexington-park","$5","$1","50","54"
"Szechuan King","philadelphia","lexington-park","$10","$1","70","11"
"Bellissima Pizza","philadelphia","lexington-park","$8","$1","70","12"
"Muscle Maker Grill","philadelphia","lexington-park","","$1.5","60","58"
"Xiandu Thai","philadelphia","logan-square","$15","$1","90","359"
"Cleavers","philadelphia","logan-square","$10","$4","90","370"
"Golden Triangle","philadelphia","logan-square","$15","","90","72"
"Farmer's Keep","philadelphia","logan-square","$9","$1.99","90","129"
"Kabuki Sushi","philadelphia","logan-square","$10","$1","80","281"
"Crazy Sushi","philadelphia","logan-square","$10","","80","387"
"New Delhi Indian","philadelphia","logan-square","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","logan-square","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","logan-square","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","logan-square","$10","$1.5","80","116"
"Smile Cafe","philadelphia","logan-square","$15","","80","230"
"Fuji Mountain Japanese","philadelphia","logan-square","$20","","80","362"
"Luigi's Pizza Fresca","philadelphia","logan-square","$10","$1.5","80","172"
"Yellowtail","philadelphia","logan-square","$10","$1","80","89"
"Chix & Bowls","philadelphia","logan-square","$50","$2","80","56"
"Kai Japanese Cuisine","philadelphia","logan-square","$15","$1","80","79"
"Spice End","philadelphia","logan-square","$15","$2","80","250"
"Bareburger","philadelphia","logan-square","$15","$2","80","384"
"Aya's Cafe","philadelphia","logan-square","$9","$1.99","80","146"
"Indian Cuisine","philadelphia","logan-square","$15","","80","86"
"Zesto Pizza and Grill","philadelphia","manayunk","$1","$3","80","159"
"Giovani's Falafel Bar & Grill","philadelphia","manayunk","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","manayunk","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","manayunk","","$3","80","77"
"Mario's Pizza","philadelphia","manayunk","$10","$2","70","36"
"Laxmi's Indian Grille","philadelphia","manayunk","$25","$1.5","70","62"
"Totos Pizzeria","philadelphia","manayunk","$10","$2","60","98"
"CJ & Eck's","philadelphia","manayunk","$15","$3","70","35"
"2 in One Breakfast & Pizza","philadelphia","manayunk","$10","$3","70","7"
"Dantonio's Pizza","philadelphia","manayunk","$10","$2","70","34"
"Tiffin","philadelphia","manayunk","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","manayunk","$10","$2.49","60","50"
"Chatkharay Indian & Pakistani","philadelphia","manayunk","$25","$2","50","43"
"Mina's Pizza","philadelphia","manayunk","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","manayunk","$10","$2.5","50","31"
"China House","philadelphia","manayunk","$10","$2","50","44"
"Roman's Pizza","philadelphia","manayunk","$12","$2.5","50","28"
"Lucky Garden","philadelphia","manayunk","$10","$1","50","29"
"New Germantown Pizza","philadelphia","manayunk","$5","$1.95","40","7"
"Action Pizza","philadelphia","manayunk","$7","$1.5","40","4"
"Golden Triangle","philadelphia","mantua","$15","","90","72"
"New Delhi Indian","philadelphia","mantua","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","mantua","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","mantua","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","mantua","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","mantua","$15","$1","80","79"
"Spice End","philadelphia","mantua","$15","$2","80","250"
"Indian Cuisine","philadelphia","mantua","$15","","80","86"
"Koch's Deli","philadelphia","mantua","$12","$3.99","80","197"
"Scoop Deville","philadelphia","mantua","$15","$2","80","323"
"Oregon Steaks","philadelphia","mantua","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","mantua","$20","$1.99","80","180"
"Pho 20","philadelphia","mantua","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","mantua","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","mantua","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","mantua","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","mantua","$12","","70","128"
"Sakura","philadelphia","mantua","$10","$1","70","111"
"Abner's","philadelphia","mantua","","$2","70","135"
"Best China Inn","philadelphia","mantua","$10","$2","70","67"
"Xiandu Thai","philadelphia","marconi-plaza","$15","$1","90","359"
"Creme Brulee Bistro & Cafe","philadelphia","marconi-plaza","$15","","90","60"
